index,date,return
매운맛,2017-05-26,8.8323
매운맛,2017-05-29,9.197
매운맛,2017-05-30,9.2108
매운맛,2017-05-31,9.0185
매운맛,2017-06-01,8.8588
매운맛,2017-06-02,8.7082
매운맛,2017-06-05,9.4125
매운맛,2017-06-07,9.5459
매운맛,2017-06-08,9.276
매운맛,2017-06-09,9.2949
매운맛,2017-06-12,9.5859
매운맛,2017-06-13,9.1981
매운맛,2017-06-14,9.3781
매운맛,2017-06-15,9.5327
매운맛,2017-06-16,9.4104
매운맛,2017-06-19,9.3385
매운맛,2017-06-20,9.5315
매운맛,2017-06-21,9.8381
매운맛,2017-06-22,9.4165
매운맛,2017-06-23,9.5409
매운맛,2017-06-26,9.6239
매운맛,2017-06-27,9.8529
매운맛,2017-06-28,10.0963
매운맛,2017-06-29,9.5963
매운맛,2017-06-30,10.0831
매운맛,2017-07-03,9.7482
매운맛,2017-07-04,9.8263
매운맛,2017-07-05,9.6475
매운맛,2017-07-06,9.7977
매운맛,2017-07-07,9.8268
매운맛,2017-07-10,9.3504
매운맛,2017-07-11,9.6027
매운맛,2017-07-12,9.9003
매운맛,2017-07-13,9.9147
매운맛,2017-07-14,10.561
매운맛,2017-07-17,10.749
매운맛,2017-07-18,11.0828
매운맛,2017-07-19,11.1682
매운맛,2017-07-20,11.2108
매운맛,2017-07-21,11.6497
매운맛,2017-07-24,11.7928
매운맛,2017-07-25,11.8059
매운맛,2017-07-26,11.5683
매운맛,2017-07-27,11.5534
매운맛,2017-07-28,11.8426
매운맛,2017-07-31,10.9624
매운맛,2017-08-01,11.005
매운맛,2017-08-02,11.2652
매운맛,2017-08-03,11.4225
매운맛,2017-08-04,10.8493
매운맛,2017-08-07,10.9359
매운맛,2017-08-08,10.9795
매운맛,2017-08-09,10.9966
매운맛,2017-08-10,10.4646
매운맛,2017-08-11,10.256
매운맛,2017-08-14,9.0615
매운맛,2017-08-16,9.3504
매운맛,2017-08-17,9.9892
매운맛,2017-08-18,10.3053
매운맛,2017-08-21,9.687
매운맛,2017-08-22,9.6247
매운맛,2017-08-23,9.7887
매운맛,2017-08-24,10.1414
매운맛,2017-08-25,10.2846
매운맛,2017-08-28,10.2012
매운맛,2017-08-29,10.0949
매운맛,2017-08-30,9.9954
매운맛,2017-08-31,10.149
매운맛,2017-09-01,10.1502
매운맛,2017-09-04,10.2943
매운맛,2017-09-05,10.4111
매운맛,2017-09-06,10.4062
매운맛,2017-09-07,10.2393
매운맛,2017-09-08,10.3271
매운맛,2017-09-11,10.5581
매운맛,2017-09-12,10.4458
매운맛,2017-09-13,10.782
매운맛,2017-09-14,11.0051
매운맛,2017-09-15,11.0337
매운맛,2017-09-18,10.8709
매운맛,2017-09-19,10.9257
매운맛,2017-09-20,11.0004
매운맛,2017-09-21,10.958
매운맛,2017-09-22,10.9375
매운맛,2017-09-25,10.786
매운맛,2017-09-26,10.8291
매운맛,2017-09-27,10.7786
매운맛,2017-09-28,10.8908
매운맛,2017-09-29,10.7188
매운맛,2017-10-10,10.7648
매운맛,2017-10-11,11.3739
매운맛,2017-10-12,11.4867
매운맛,2017-10-13,11.5599
매운맛,2017-10-16,11.5306
매운맛,2017-10-17,11.6415
매운맛,2017-10-18,11.6771
매운맛,2017-10-19,11.6962
매운맛,2017-10-20,11.7446
매운맛,2017-10-23,11.7766
매운맛,2017-10-24,11.9095
매운맛,2017-10-25,11.7353
매운맛,2017-10-26,11.664
매운맛,2017-10-27,11.3699
매운맛,2017-10-30,11.3264
매운맛,2017-10-31,11.5569
매운맛,2017-11-01,11.571
매운맛,2017-11-02,11.6709
매운맛,2017-11-03,11.5776
매운맛,2017-11-06,11.6204
매운맛,2017-11-07,11.6193
매운맛,2017-11-08,11.7539
매운맛,2017-11-09,11.6879
매운맛,2017-11-10,11.6984
매운맛,2017-11-13,11.5205
매운맛,2017-11-14,11.0719
매운맛,2017-11-15,11.1405
매운맛,2017-11-16,10.5313
매운맛,2017-11-17,10.7588
매운맛,2017-11-20,11.2555
매운맛,2017-11-21,10.896
매운맛,2017-11-22,11.2912
매운맛,2017-11-23,11.7123
매운맛,2017-11-24,11.5181
매운맛,2017-11-27,11.7145
매운맛,2017-11-28,11.7784
매운맛,2017-11-29,11.9821
매운맛,2017-11-30,12.3302
매운맛,2017-12-01,12.4756
매운맛,2017-12-04,12.8985
매운맛,2017-12-05,12.7445
매운맛,2017-12-06,12.549
매운맛,2017-12-07,11.7638
매운맛,2017-12-08,12.2653
매운맛,2017-12-11,12.8525
매운맛,2017-12-12,13.143
매운맛,2017-12-13,13.2113
매운맛,2017-12-14,13.2986
매운맛,2017-12-15,13.1454
매운맛,2017-12-18,12.8615
매운맛,2017-12-19,13.7984
매운맛,2017-12-20,13.8656
매운맛,2017-12-21,13.7051
매운맛,2017-12-22,12.9988
매운맛,2017-12-26,13.2886
매운맛,2017-12-27,13.0487
매운맛,2017-12-28,13.6048
매운맛,2017-12-29,13.943
약간매운맛,2017-01-02,0
약간매운맛,2017-01-03,0
약간매운맛,2017-01-04,0.1245
약간매운맛,2017-01-05,0.7312
약간매운맛,2017-01-06,0.8002
약간매운맛,2017-01-09,0.7497
약간매운맛,2017-01-10,1.046
약간매운맛,2017-01-11,0.6956
약간매운맛,2017-01-12,0.7263
약간매운맛,2017-01-13,0.607
약간매운맛,2017-01-16,0.7386
약간매운맛,2017-01-17,0.5822
약간매운맛,2017-01-18,0.2922
약간매운맛,2017-01-19,0.3671
약간매운맛,2017-01-20,0.503
약간매운맛,2017-01-23,0.5166
약간매운맛,2017-01-24,0.3305
약간매운맛,2017-01-25,0.3806
약간매운맛,2017-01-26,0.715
약간매운맛,2017-01-31,1.2349
약간매운맛,2017-02-01,0.563
약간매운맛,2017-02-02,0.7104
약간매운맛,2017-02-03,0.7123
약간매운맛,2017-02-06,0.8514
약간매운맛,2017-02-07,0.9317
약간매운맛,2017-02-08,0.9293
약간매운맛,2017-02-09,0.9449
약간매운맛,2017-02-10,0.9602
약간매운맛,2017-02-13,1.1708
약간매운맛,2017-02-14,1.3979
약간매운맛,2017-02-15,1.3489
약간매운맛,2017-02-16,1.6238
약간매운맛,2017-02-17,1.6511
약간매운맛,2017-02-20,1.5982
약간매운맛,2017-02-21,1.6774
약간매운맛,2017-02-22,1.8557
약간매운맛,2017-02-23,2.1372
약간매운맛,2017-02-24,2.1791
약간매운맛,2017-02-27,2.0495
약간매운맛,2017-02-28,1.9832
약간매운맛,2017-03-02,1.9967
약간매운맛,2017-03-03,2.4463
약간매운맛,2017-03-06,2.1194
약간매운맛,2017-03-07,2.1315
약간매운맛,2017-03-08,2.0409
약간매운맛,2017-03-09,1.993
약간매운맛,2017-03-10,1.8388
약간매운맛,2017-03-13,1.8474
약간매운맛,2017-03-14,2.1922
약간매운맛,2017-03-15,2.3771
약간매운맛,2017-03-16,2.2578
약간매운맛,2017-03-17,2.7789
약간매운맛,2017-03-20,3.0856
약간매운맛,2017-03-21,2.8509
약간매운맛,2017-03-22,3.1493
약간매운맛,2017-03-23,2.7293
약간매운맛,2017-03-24,2.7215
약간매운맛,2017-03-27,2.6383
약간매운맛,2017-03-28,2.6767
약간매운맛,2017-03-29,2.6638
약간매운맛,2017-03-30,2.8357
약간매운맛,2017-03-31,2.9189
약간매운맛,2017-04-03,2.9659
약간매운맛,2017-04-04,2.9095
약간매운맛,2017-04-05,2.9025
약간매운맛,2017-04-06,2.8698
약간매운맛,2017-04-07,2.6353
약간매운맛,2017-04-10,2.6691
약간매운맛,2017-04-11,2.436
약간매운맛,2017-04-12,2.3672
약간매운맛,2017-04-13,2.4116
약간매운맛,2017-04-14,2.42
약간매운맛,2017-04-17,2.0763
약간매운맛,2017-04-18,2.1628
약간매운맛,2017-04-19,2.4335
약간매운맛,2017-04-20,2.2746
약간매운맛,2017-04-21,2.3467
약간매운맛,2017-04-24,2.8505
약간매운맛,2017-04-25,3.1802
약간매운맛,2017-04-26,3.8365
약간매운맛,2017-04-27,4.2739
약간매운맛,2017-04-28,4.3052
약간매운맛,2017-05-02,4.26
약간매운맛,2017-05-04,4.5287
약간매운맛,2017-05-08,4.7325
약간매운맛,2017-05-10,5.3729
약간매운맛,2017-05-11,5.1148
약간매운맛,2017-05-12,5.383
약간매운맛,2017-05-15,5.2726
약간매운맛,2017-05-16,5.2946
약간매운맛,2017-05-17,5.4552
약간매운맛,2017-05-18,5.4966
약간매운맛,2017-05-19,5.0774
약간매운맛,2017-05-22,4.9735
약간매운맛,2017-05-23,5.3049
약간매운맛,2017-05-24,5.5156
약간매운맛,2017-05-25,5.5931
약간매운맛,2017-05-26,6.0586
약간매운맛,2017-05-29,6.31
약간매운맛,2017-05-30,6.3196
약간매운맛,2017-05-31,6.2193
약간매운맛,2017-06-01,6.1035
약간매운맛,2017-06-02,6.1214
약간매운맛,2017-06-05,6.593
약간매운맛,2017-06-07,6.6809
약간매운맛,2017-06-08,6.5007
약간매운맛,2017-06-09,6.5116
약간매운맛,2017-06-12,6.7103
약간매운맛,2017-06-13,6.4422
약간매운맛,2017-06-14,6.5733
약간매운맛,2017-06-15,6.6679
약간매운맛,2017-06-16,6.5855
약간매운맛,2017-06-19,6.54
약간매운맛,2017-06-20,6.6752
약간매운맛,2017-06-21,6.8785
약간매운맛,2017-06-22,6.5972
약간매운맛,2017-06-23,6.6752
약간매운맛,2017-06-26,6.7399
약간매운맛,2017-06-27,6.8925
약간매운맛,2017-06-28,7.0548
약간매운맛,2017-06-29,6.7183
약간매운맛,2017-06-30,7.0481
약간매운맛,2017-07-03,6.834
약간매운맛,2017-07-04,6.8853
약간매운맛,2017-07-05,6.7657
약간매운맛,2017-07-06,6.8594
약간매운맛,2017-07-07,6.8761
약간매운맛,2017-07-10,6.5433
약간매운맛,2017-07-11,6.7539
약간매운맛,2017-07-12,6.956
약간매운맛,2017-07-13,6.9757
약간매운맛,2017-07-14,7.4372
약간매운맛,2017-07-17,7.5663
약간매운맛,2017-07-18,7.761
약간매운맛,2017-07-19,7.8428
약간매운맛,2017-07-20,7.8734
약간매운맛,2017-07-21,8.1779
약간매운맛,2017-07-24,8.2946
약간매운맛,2017-07-25,8.3105
약간매운맛,2017-07-26,8.1725
약간매운맛,2017-07-27,8.1402
약간매운맛,2017-07-28,8.3493
약간매운맛,2017-07-31,7.7651
약간매운맛,2017-08-01,7.791
약간매운맛,2017-08-02,7.9296
약간매운맛,2017-08-03,8.043
약간매운맛,2017-08-04,7.661
약간매운맛,2017-08-07,7.7144
약간매운맛,2017-08-08,7.704
약간매운맛,2017-08-09,7.6976
약간매운맛,2017-08-10,7.3109
약간매운맛,2017-08-11,7.1974
약간매운맛,2017-08-14,6.4342
약간매운맛,2017-08-16,6.6281
약간매운맛,2017-08-17,7.0196
약간매운맛,2017-08-18,7.2466
약간매운맛,2017-08-21,6.8453
약간매운맛,2017-08-22,6.812
약간매운맛,2017-08-23,6.9149
약간매운맛,2017-08-24,7.1567
약간매운맛,2017-08-25,7.2422
약간매운맛,2017-08-28,7.2429
약간매운맛,2017-08-29,7.1747
약간매운맛,2017-08-30,7.1071
약간매운맛,2017-08-31,7.2282
약간매운맛,2017-09-01,7.226
약간매운맛,2017-09-04,7.3271
약간매운맛,2017-09-05,7.3655
약간매운맛,2017-09-06,7.3734
약간매운맛,2017-09-07,7.2919
약간매운맛,2017-09-08,7.3687
약간매운맛,2017-09-11,7.5553
약간매운맛,2017-09-12,7.4703
약간매운맛,2017-09-13,7.702
약간매운맛,2017-09-14,7.858
약간매운맛,2017-09-15,7.8796
약간매운맛,2017-09-18,7.7787
약간매운맛,2017-09-19,7.7977
약간매운맛,2017-09-20,7.8105
약간매운맛,2017-09-21,7.8074
약간매운맛,2017-09-22,7.7843
약간매운맛,2017-09-25,7.7096
약간매운맛,2017-09-26,7.7237
약간매운맛,2017-09-27,7.6478
약간매운맛,2017-09-28,7.6323
약간매운맛,2017-09-29,7.5142
약간매운맛,2017-10-10,7.5957
약간매운맛,2017-10-11,7.9383
약간매운맛,2017-10-12,8.0306
약간매운맛,2017-10-13,8.1134
약간매운맛,2017-10-16,8.0854
약간매운맛,2017-10-17,8.14
약간매운맛,2017-10-18,8.1572
약간매운맛,2017-10-19,8.1815
약간매운맛,2017-10-20,8.15
약간매운맛,2017-10-23,8.1167
약간매운맛,2017-10-24,8.2514
약간매운맛,2017-10-25,8.1014
약간매운맛,2017-10-26,7.9829
약간매운맛,2017-10-27,7.7266
약간매운맛,2017-10-30,7.7231
약간매운맛,2017-10-31,7.8732
약간매운맛,2017-11-01,7.8014
약간매운맛,2017-11-02,7.907
약간매운맛,2017-11-03,7.8734
약간매운맛,2017-11-06,7.8637
약간매운맛,2017-11-07,7.8462
약간매운맛,2017-11-08,7.9693
약간매운맛,2017-11-09,7.9215
약간매운맛,2017-11-10,7.951
약간매운맛,2017-11-13,7.8274
약간매운맛,2017-11-14,7.5137
약간매운맛,2017-11-15,7.5183
약간매운맛,2017-11-16,7.174
약간매운맛,2017-11-17,7.2952
약간매운맛,2017-11-20,7.6422
약간매운맛,2017-11-21,7.4399
약간매운맛,2017-11-22,7.6951
약간매운맛,2017-11-23,7.9759
약간매운맛,2017-11-24,7.8846
약간매운맛,2017-11-27,7.9973
약간매운맛,2017-11-28,8.0564
약간매운맛,2017-11-29,8.2686
약간매운맛,2017-11-30,8.5313
약간매운맛,2017-12-01,8.6432
약간매운맛,2017-12-04,8.9291
약간매운맛,2017-12-05,8.8286
약간매운맛,2017-12-06,8.6993
약간매운맛,2017-12-07,8.2097
약간매운맛,2017-12-08,8.5298
약간매운맛,2017-12-11,8.9102
약간매운맛,2017-12-12,9.1011
약간매운맛,2017-12-13,9.1549
약간매운맛,2017-12-14,9.2159
약간매운맛,2017-12-15,9.1178
약간매운맛,2017-12-18,8.9374
약간매운맛,2017-12-19,9.5441
약간매운맛,2017-12-20,9.594
약간매운맛,2017-12-21,9.4957
약간매운맛,2017-12-22,9.0394
약간매운맛,2017-12-26,9.2251
약간매운맛,2017-12-27,9.0698
약간매운맛,2017-12-28,9.425
약간매운맛,2017-12-29,9.6496
순한맛,2017-01-02,0
순한맛,2017-01-03,0
순한맛,2017-01-04,0.0416
순한맛,2017-01-05,0.3458
순한맛,2017-01-06,0.4492
순한맛,2017-01-09,0.3573
순한맛,2017-01-10,0.4647
순한맛,2017-01-11,0.3642
순한맛,2017-01-12,0.342
순한맛,2017-01-13,0.4041
순한맛,2017-01-16,0.4566
순한맛,2017-01-17,0.3229
순한맛,2017-01-18,0.203
순한맛,2017-01-19,0.2061
순한맛,2017-01-20,0.2073
순한맛,2017-01-23,0.2786
순한맛,2017-01-24,0.2094
순한맛,2017-01-25,0.2852
순한맛,2017-01-26,0.4053
순한맛,2017-01-31,0.5718
순한맛,2017-02-01,0.2876
순한맛,2017-02-02,0.336
순한맛,2017-02-03,0.3273
순한맛,2017-02-06,0.4016
순한맛,2017-02-07,0.4525
순한맛,2017-02-08,0.4589
순한맛,2017-02-09,0.4702
순한맛,2017-02-10,0.4755
순한맛,2017-02-13,0.5896
순한맛,2017-02-14,0.7037
순한맛,2017-02-15,0.6852
순한맛,2017-02-16,0.8215
순한맛,2017-02-17,0.8382
순한맛,2017-02-20,0.8198
순한맛,2017-02-21,0.8585
순한맛,2017-02-22,0.9527
순한맛,2017-02-23,1.087
순한맛,2017-02-24,1.1224
순한맛,2017-02-27,1.0622
순한맛,2017-02-28,1.0284
순한맛,2017-03-02,1.0379
순한맛,2017-03-03,1.2569
순한맛,2017-03-06,1.1039
순한맛,2017-03-07,1.0502
순한맛,2017-03-08,0.8782
순한맛,2017-03-09,0.8973
순한맛,2017-03-10,0.7933
순한맛,2017-03-13,0.8442
순한맛,2017-03-14,1.0443
순한맛,2017-03-15,1.1315
순한맛,2017-03-16,1.114
순한맛,2017-03-17,1.5199
순한맛,2017-03-20,1.7083
순한맛,2017-03-21,1.5447
순한맛,2017-03-22,1.6966
순한맛,2017-03-23,1.5261
순한맛,2017-03-24,1.5112
순한맛,2017-03-27,1.4209
순한맛,2017-03-28,1.4601
순한맛,2017-03-29,1.4501
순한맛,2017-03-30,1.5491
순한맛,2017-03-31,1.5599
순한맛,2017-04-03,1.5801
순한맛,2017-04-04,1.6059
순한맛,2017-04-05,1.6629
순한맛,2017-04-06,1.6409
순한맛,2017-04-07,1.4538
순한맛,2017-04-10,1.4739
순한맛,2017-04-11,1.263
순한맛,2017-04-12,1.2955
순한맛,2017-04-13,1.3324
순한맛,2017-04-14,1.3884
순한맛,2017-04-17,1.2141
순한맛,2017-04-18,1.2719
순한맛,2017-04-19,1.4042
순한맛,2017-04-20,1.3514
순한맛,2017-04-21,1.3781
순한맛,2017-04-24,1.5947
순한맛,2017-04-25,1.7055
순한맛,2017-04-26,2.0578
순한맛,2017-04-27,2.2674
순한맛,2017-04-28,2.3001
순한맛,2017-05-02,2.2933
순한맛,2017-05-04,2.4449
순한맛,2017-05-08,2.5857
순한맛,2017-05-10,2.8689
순한맛,2017-05-11,2.657
순한맛,2017-05-12,2.7999
순한맛,2017-05-15,2.7755
순한맛,2017-05-16,2.7748
순한맛,2017-05-17,2.8547
순한맛,2017-05-18,2.9655
순한맛,2017-05-19,2.7646
순한맛,2017-05-22,2.7446
순한맛,2017-05-23,2.8467
순한맛,2017-05-24,2.9801
순한맛,2017-05-25,2.9929
순한맛,2017-05-26,3.2666
순한맛,2017-05-29,3.4072
순한맛,2017-05-30,3.4137
순한맛,2017-05-31,3.4032
순한맛,2017-06-01,3.3268
순한맛,2017-06-02,3.3907
순한맛,2017-06-05,3.6338
순한맛,2017-06-07,3.6782
순한맛,2017-06-08,3.5867
순한맛,2017-06-09,3.5898
순한맛,2017-06-12,3.6978
순한맛,2017-06-13,3.5479
순한맛,2017-06-14,3.6308
순한맛,2017-06-15,3.6666
순한맛,2017-06-16,3.6233
순한맛,2017-06-19,3.6039
순한맛,2017-06-20,3.6819
순한맛,2017-06-21,3.7839
순한맛,2017-06-22,3.6404
순한맛,2017-06-23,3.6728
순한맛,2017-06-26,3.7193
순한맛,2017-06-27,3.797
순한맛,2017-06-28,3.8803
순한맛,2017-06-29,3.7045
순한맛,2017-06-30,3.8798
순한맛,2017-07-03,3.7839
순한맛,2017-07-04,3.8088
순한맛,2017-07-05,3.7474
순한맛,2017-07-06,3.7857
순한맛,2017-07-07,3.7903
순한맛,2017-07-10,3.5979
순한맛,2017-07-11,3.768
순한맛,2017-07-12,3.8767
순한맛,2017-07-13,3.9015
순한맛,2017-07-14,4.1823
순한맛,2017-07-17,4.2536
순한맛,2017-07-18,4.3112
순한맛,2017-07-19,4.39
순한맛,2017-07-20,4.4086
순한맛,2017-07-21,4.5815
순한맛,2017-07-24,4.6724
순한맛,2017-07-25,4.6909
순한맛,2017-07-26,4.651
순한맛,2017-07-27,4.601
순한맛,2017-07-28,4.7319
순한맛,2017-07-31,4.4378
순한맛,2017-08-01,4.4471
순한맛,2017-08-02,4.4657
순한맛,2017-08-03,4.5365
순한맛,2017-08-04,4.3416
순한맛,2017-08-07,4.3625
순한맛,2017-08-08,4.2984
순한맛,2017-08-09,4.269
순한맛,2017-08-10,4.0247
순한맛,2017-08-11,4.0044
순한맛,2017-08-14,3.6648
순한맛,2017-08-16,3.7654
순한맛,2017-08-17,3.9139
순한맛,2017-08-18,4.0535
순한맛,2017-08-21,3.8647
순한맛,2017-08-22,3.8604
순한맛,2017-08-23,3.9035
순한맛,2017-08-24,4.0362
순한맛,2017-08-25,4.0651
순한맛,2017-08-28,4.1489
순한맛,2017-08-29,4.1181
순한맛,2017-08-30,4.0816
순한맛,2017-08-31,4.171
순한맛,2017-09-01,4.165
순한맛,2017-09-04,4.2235
순한맛,2017-09-05,4.1844
순한맛,2017-09-06,4.2051
순한맛,2017-09-07,4.2079
순한맛,2017-09-08,4.2734
순한맛,2017-09-11,4.4191
순한맛,2017-09-12,4.3602
순한맛,2017-09-13,4.4884
순한맛,2017-09-14,4.5807
순한맛,2017-09-15,4.5954
순한맛,2017-09-18,4.5513
순한맛,2017-09-19,4.5364
순한맛,2017-09-20,4.4898
순한맛,2017-09-21,4.5235
순한맛,2017-09-22,4.4974
순한맛,2017-09-25,4.4951
순한맛,2017-09-26,4.4825
순한맛,2017-09-27,4.3833
순한맛,2017-09-28,4.2473
순한맛,2017-09-29,4.178
순한맛,2017-10-10,4.2921
순한맛,2017-10-11,4.3783
순한맛,2017-10-12,4.4503
순한맛,2017-10-13,4.5411
순한맛,2017-10-16,4.5156
순한맛,2017-10-17,4.5162
순한맛,2017-10-18,4.5155
순한맛,2017-10-19,4.5448
순한맛,2017-10-20,4.4379
순한맛,2017-10-23,4.3433
순한맛,2017-10-24,4.4768
순한맛,2017-10-25,4.3515
순한맛,2017-10-26,4.1875
순한맛,2017-10-27,3.968
순한맛,2017-10-30,4.0013
순한맛,2017-10-31,4.0727
순한맛,2017-11-01,3.9226
순한맛,2017-11-02,4.033
순한맛,2017-11-03,4.0541
순한맛,2017-11-06,4.0348
순한맛,2017-11-07,4.0011
순한맛,2017-11-08,4.1123
순한맛,2017-11-09,4.0816
순한맛,2017-11-10,4.0882
순한맛,2017-11-13,4.0175
순한맛,2017-11-14,3.8258
순한맛,2017-11-15,3.773
순한맛,2017-11-16,3.6687
순한맛,2017-11-17,3.7003
순한맛,2017-11-20,3.9046
순한맛,2017-11-21,3.8462
순한맛,2017-11-22,3.9736
순한맛,2017-11-23,4.123
순한맛,2017-11-24,4.1248
순한맛,2017-11-27,4.1622
순한맛,2017-11-28,4.2138
순한맛,2017-11-29,4.4337
순한맛,2017-11-30,4.6133
순한맛,2017-12-01,4.6961
순한맛,2017-12-04,4.8508
순한맛,2017-12-05,4.7991
순한맛,2017-12-06,4.7308
순한맛,2017-12-07,4.51
순한맛,2017-12-08,4.6677
순한맛,2017-12-11,4.8587
순한맛,2017-12-12,4.9558
순한맛,2017-12-13,4.9925
순한맛,2017-12-14,5.0282
순한맛,2017-12-15,4.9812
순한맛,2017-12-18,4.9003
순한맛,2017-12-19,5.1938
순한맛,2017-12-20,5.2247
순한맛,2017-12-21,5.1863
순한맛,2017-12-22,4.9633
순한맛,2017-12-26,5.0508
순한맛,2017-12-27,4.9745
순한맛,2017-12-28,5.1427
순한맛,2017-12-29,5.2621
